,stroma,plasmablast-enriched stroma,lymphoid structure,tumor-stroma boundary,myeloid-enriched stroma,tumor interior
25,0.13945365,0.37579477,0.302917,0.06390289,0.08329467,0.03463703
26,0.11211241,0.41703463,0.2868388,0.06591399,0.07484118,0.04325909
27,0.139635,0.39993095,0.28584358,0.07981156,0.04189679,0.05288204
28,0.09595789,0.38379946,0.31316802,0.06002351,0.10332071,0.043730482
29,0.1491142,0.4039134,0.25378984,0.08111798,0.06549407,0.04657041
30,0.110667676,0.38235742,0.25930503,0.06883508,0.13433169,0.044503164
31,0.11550943,0.40921876,0.20821042,0.07852773,0.13953933,0.048994344
32,0.13314614,0.4515849,0.15465961,0.08576414,0.13300066,0.041844543
33,0.1716465,0.40241516,0.20713006,0.09109743,0.08171651,0.045994326
34,0.121172674,0.36230305,0.20803069,0.084246635,0.16862057,0.055626366
35,0.12067357,0.344214,0.32195574,0.06225064,0.111658394,0.039247613
36,0.13232236,0.27000186,0.42557463,0.06364643,0.058206886,0.050247844
37,0.14923473,0.27110225,0.42967683,0.0693847,0.027766025,0.05283554
38,0.15117605,0.2669917,0.43060562,0.06406272,0.041926134,0.045237754
39,0.122138485,0.27278557,0.46660957,0.059236933,0.029535016,0.04969446
40,0.084940925,0.22698304,0.5001114,0.050227784,0.082390904,0.05534587
41,0.08339399,0.24818945,0.48941624,0.05298421,0.0649522,0.06106389
42,0.12652498,0.33233777,0.35991696,0.06678261,0.06636702,0.048070658
43,0.16747148,0.3601731,0.3100111,0.07448791,0.04726045,0.04059598
44,0.2048346,0.46380493,0.1770459,0.090143785,0.031146742,0.033023976
45,0.22535934,0.48242995,0.13607623,0.090936966,0.039019227,0.026178319
46,0.2780879,0.45641965,0.104008175,0.113247074,0.018694784,0.029542362
47,0.3794833,0.38892406,0.06875557,0.12815209,0.010215906,0.024469068
48,0.33120248,0.3468347,0.062337626,0.19170645,0.008106947,0.059811823
49,0.2173504,0.36553517,0.12181932,0.17171279,0.009936129,0.1136462
