,niche1,niche2,niche3,niche4,niche5,niche6,niche9,niche10
164,0.09187279,0.056537103,0.18374558,0.049469966,0.13780919,0.1024735,0.10600707,0.2720848
165,0.10714286,0.035714287,0.18928571,0.05357143,0.13214286,0.10357143,0.08928572,0.28928572
166,0.096885815,0.034602076,0.2249135,0.07958478,0.15916955,0.10034602,0.07266436,0.2318339
167,0.092150174,0.040955633,0.13651878,0.054607507,0.19795223,0.092150174,0.09897611,0.28668943
168,0.12099644,0.053380784,0.16370107,0.071174376,0.15658364,0.07829182,0.10676157,0.24911033
169,0.15671642,0.03731343,0.14925373,0.05597015,0.21268657,0.07089552,0.09328358,0.2238806
170,0.14074074,0.07037037,0.11481482,0.06666667,0.21481481,0.048148148,0.1,0.24444444
171,0.18947369,0.1,0.12631579,0.07368421,0.15263158,0.031578947,0.13157895,0.19473684
172,0.15328467,0.10218978,0.11678832,0.054744527,0.2591241,0.02919708,0.091240875,0.19343066
173,0.13928571,0.07857143,0.10357143,0.067857146,0.23571429,0.025,0.10714286,0.24285714
174,0.175,0.08214286,0.092857145,0.08571429,0.23571429,0.046428572,0.075,0.20714286
175,0.15194346,0.053003535,0.06007067,0.056537103,0.2862191,0.088339224,0.09893993,0.204947
176,0.1294964,0.0323741,0.0647482,0.107913665,0.20503597,0.07553957,0.11151079,0.2733813
177,0.08362369,0.017421603,0.09756097,0.101045296,0.2752613,0.06271777,0.087108016,0.2752613
178,0.07801419,0.04609929,0.11702128,0.10283688,0.20567375,0.088652484,0.09219858,0.26950353
179,0.05944056,0.024475524,0.0979021,0.13986014,0.21678321,0.0979021,0.12587413,0.23776224
180,0.023809524,0.034013607,0.0952381,0.13265306,0.23129252,0.09863946,0.1122449,0.27210885
181,0.03787879,0.041666668,0.09848485,0.109848484,0.19318181,0.14772727,0.13257575,0.23863636
182,0.067669176,0.067669176,0.10526316,0.078947365,0.18421052,0.14661655,0.13909775,0.21052632
183,0.037414964,0.044217687,0.105442174,0.07482993,0.207483,0.1462585,0.1462585,0.23809524
184,0.04452055,0.05821918,0.10273973,0.10616438,0.19178082,0.16438356,0.1369863,0.19520548
185,0.04452055,0.06849315,0.12328767,0.09589041,0.14041096,0.14041096,0.16438356,0.22260274
186,0.051948052,0.07467532,0.097402595,0.084415585,0.1590909,0.14935064,0.14610389,0.23701298
187,0.04609929,0.06382979,0.12411348,0.120567374,0.11347517,0.17375886,0.12765957,0.23049645
188,0.036923077,0.092307694,0.10769231,0.12,0.12307692,0.19692308,0.10461538,0.21846154
189,0.028368793,0.088652484,0.10283688,0.11347517,0.13829787,0.22340426,0.081560284,0.22340426
190,0.043624163,0.09060403,0.09731544,0.1375839,0.16107382,0.18456376,0.0704698,0.2147651
191,0.084745765,0.07457627,0.10169491,0.108474575,0.1559322,0.18983051,0.07457627,0.2101695
192,0.06666667,0.062962964,0.107407406,0.107407406,0.15555556,0.21851853,0.05925926,0.22222222
193,0.10181818,0.06545454,0.123636365,0.087272726,0.14181818,0.16363636,0.083636366,0.23272727
194,0.1,0.08214286,0.14285715,0.092857145,0.13928571,0.16428572,0.05357143,0.225
195,0.096525095,0.08880309,0.15057915,0.06949807,0.13127413,0.18532819,0.05019305,0.22779922
196,0.09489051,0.08759124,0.12043796,0.09854015,0.14233577,0.23357664,0.03649635,0.18613139
197,0.12741312,0.06563707,0.14671814,0.1003861,0.10810811,0.21235521,0.05019305,0.1891892
198,0.1764706,0.101960786,0.12156863,0.12156863,0.12941177,0.14901961,0.02745098,0.17254902
199,0.1003861,0.08880309,0.096525095,0.13513513,0.16602316,0.18532819,0.034749035,0.19305019
200,0.116,0.104,0.088,0.128,0.208,0.148,0.024,0.184
201,0.13414635,0.12195122,0.06097561,0.12601626,0.24390244,0.15853658,0.0121951215,0.14227642
202,0.14285715,0.12355212,0.06949807,0.115830116,0.22393823,0.12355212,0.019305019,0.18146718
203,0.10504202,0.14285715,0.037815128,0.10504202,0.26050422,0.15126051,0.029411765,0.16806723
204,0.15537849,0.119521916,0.047808766,0.08366534,0.2988048,0.11155379,0.007968128,0.17529881
205,0.114173226,0.13385826,0.047244094,0.14173229,0.26377952,0.13779527,0.003937008,0.15748031
206,0.11392405,0.080168776,0.06329114,0.12658228,0.33333334,0.14345992,0.0,0.1392405
207,0.14782609,0.1521739,0.05652174,0.12173913,0.30869564,0.08695652,0.0,0.12608695
208,0.10483871,0.19758065,0.06451613,0.13709678,0.26612905,0.10080645,0.0,0.12903225
209,0.13636364,0.1590909,0.07272727,0.11363637,0.3181818,0.1,0.0,0.1
210,0.12227074,0.19650654,0.048034936,0.09170306,0.29694322,0.14847161,0.0,0.09606987
211,0.121212125,0.15151516,0.064935066,0.043290045,0.3809524,0.14285715,0.0,0.0952381
212,0.10460251,0.1380753,0.07112971,0.054393306,0.33891213,0.19246861,0.0,0.10041841
213,0.14285715,0.15270936,0.06896552,0.02955665,0.32512316,0.22660099,0.0049261083,0.049261082
214,0.12987013,0.18181819,0.12337662,0.071428575,0.27272728,0.18831168,0.025974026,0.0064935065
215,0.08717949,0.16410257,0.092307694,0.08717949,0.33846155,0.1897436,0.015384615,0.025641026
216,0.106481485,0.18981482,0.14351852,0.060185187,0.33796296,0.1574074,0.0046296297,0.0
